user_id,mood,occasion,preferred_categories,product_id,product_type,style,color,season,interaction,timestamp
user_418,energetic,date_night,"['heels', 'scarves']",prod_134,top,classic,beige,spring,viewed,2025-05-24 19:21:43
user_252,sad,normal_day,"['pajamas', 'homewear']",prod_185,dress,trendy,pink,winter,viewed,2025-06-15 14:21:43
user_227,tired,party,['makeup'],prod_110,pajamas,classic,pink,spring,added_to_cart,2025-05-12 08:21:43
user_181,sad,eid,"['dresses', 'tops', 'skirts']",prod_30,perfume,trendy,black,winter,added_to_cart,2025-05-25 22:21:43
user_436,energetic,work,"['bags', 'accessories', 'pajamas']",prod_16,heels,cozy,blue,winter,purchased,2025-04-29 17:21:43
user_70,energetic,work,"['dresses', 'makeup', 'accessories']",prod_256,heels,floral,beige,all,added_to_cart,2025-05-26 23:21:43
user_226,energetic,party,"['homewear', 'skirts', 'accessories']",prod_127,bag,trendy,black,autumn,clicked,2025-04-18 03:21:43
user_152,tired,eid,"['skirts', 'bags', 'heels']",prod_23,dress,floral,green,spring,clicked,2025-07-07 06:21:43
user_97,energetic,work,"['accessories', 'heels']",prod_43,bag,elegant,beige,autumn,clicked,2025-06-14 04:21:43
user_252,tired,work,['makeup'],prod_105,makeup,cozy,green,all,added_to_cart,2025-04-24 19:21:43
user_341,romantic,normal_day,['pajamas'],prod_269,top,elegant,red,summer,viewed,2025-06-20 16:21:43
user_499,happy,party,"['tops', 'heels']",prod_145,heels,cozy,pink,all,added_to_cart,2025-06-30 03:21:43
user_80,bored,party,"['bags', 'scarves']",prod_10,perfume,floral,green,spring,clicked,2025-04-15 06:21:43
user_133,bored,eid,['tops'],prod_15,skirt,floral,blue,summer,viewed,2025-04-24 23:21:43
user_49,romantic,work,"['heels', 'skirts']",prod_145,bag,cozy,green,summer,clicked,2025-04-16 16:21:43
user_417,romantic,party,"['pajamas', 'heels']",prod_201,perfume,casual,green,summer,clicked,2025-05-24 13:21:43
user_331,sad,work,"['perfumes', 'homewear', 'heels']",prod_210,makeup,classic,green,spring,viewed,2025-06-16 02:21:43
user_89,romantic,party,"['pajamas', 'tops', 'homewear']",prod_299,heels,cozy,blue,summer,added_to_cart,2025-06-04 00:21:43
user_489,happy,date_night,"['scarves', 'heels']",prod_200,pajamas,casual,green,summer,viewed,2025-06-10 22:21:43
user_335,tired,date_night,['accessories'],prod_214,dress,elegant,green,winter,clicked,2025-06-06 17:21:43
user_419,bored,normal_day,"['scarves', 'skirts']",prod_216,scarf,elegant,blue,winter,viewed,2025-05-15 03:21:43
user_337,tired,normal_day,"['makeup', 'heels', 'tops']",prod_223,skirt,classic,green,winter,clicked,2025-05-01 03:21:43
user_1,bored,work,"['scarves', 'skirts']",prod_153,skirt,floral,red,summer,viewed,2025-06-17 10:21:43
user_224,happy,normal_day,['perfumes'],prod_213,top,trendy,green,summer,added_to_cart,2025-04-14 13:21:43
user_277,happy,wedding,"['makeup', 'accessories', 'dresses']",prod_245,top,elegant,beige,all,clicked,2025-05-03 10:21:43
user_490,bored,work,"['tops', 'bags']",prod_155,pajamas,cozy,pink,spring,viewed,2025-05-31 07:21:43
user_44,happy,wedding,['accessories'],prod_251,bag,casual,green,autumn,viewed,2025-06-06 13:21:43
user_299,bored,work,['bags'],prod_17,dress,casual,red,autumn,clicked,2025-05-27 21:21:43
user_324,sad,date_night,['dresses'],prod_122,scarf,elegant,pink,winter,clicked,2025-07-01 12:21:43
user_221,sad,normal_day,"['accessories', 'dresses']",prod_205,bag,floral,black,summer,purchased,2025-05-09 16:21:43
user_247,energetic,work,"['tops', 'dresses', 'makeup']",prod_1,scarf,elegant,green,winter,viewed,2025-04-29 22:21:43
user_310,bored,party,"['tops', 'heels']",prod_132,top,casual,blue,summer,viewed,2025-06-16 19:21:43
user_237,romantic,date_night,"['tops', 'skirts']",prod_174,bag,floral,beige,spring,added_to_cart,2025-06-12 09:21:43
user_267,sad,work,"['homewear', 'makeup', 'perfumes']",prod_129,perfume,casual,green,winter,viewed,2025-04-17 17:21:43
user_432,sad,wedding,"['perfumes', 'heels', 'bags']",prod_30,skirt,elegant,red,summer,purchased,2025-06-11 09:21:43
user_327,energetic,wedding,['accessories'],prod_294,top,classic,green,winter,purchased,2025-06-08 04:21:43
user_27,romantic,date_night,"['heels', 'perfumes', 'dresses']",prod_109,heels,classic,pink,all,clicked,2025-05-17 00:21:43
user_489,romantic,eid,['bags'],prod_65,dress,trendy,white,winter,viewed,2025-04-21 18:21:43
user_475,romantic,party,"['pajamas', 'perfumes', 'makeup']",prod_298,top,classic,pink,summer,added_to_cart,2025-05-19 18:21:43
user_267,happy,date_night,"['bags', 'dresses', 'skirts']",prod_297,bag,classic,white,winter,clicked,2025-07-11 23:21:43
user_79,happy,date_night,['heels'],prod_279,pajamas,classic,black,spring,clicked,2025-05-14 23:21:43
user_380,bored,normal_day,['dresses'],prod_176,top,cozy,black,winter,viewed,2025-06-21 16:21:43
user_193,tired,party,"['skirts', 'pajamas']",prod_256,perfume,floral,white,winter,added_to_cart,2025-05-09 23:21:43
user_109,tired,party,['dresses'],prod_235,perfume,casual,beige,all,viewed,2025-06-02 23:21:43
user_388,tired,normal_day,['accessories'],prod_198,heels,elegant,white,spring,viewed,2025-04-20 19:21:43
user_174,energetic,wedding,"['makeup', 'perfumes']",prod_28,pajamas,trendy,blue,summer,viewed,2025-04-30 08:21:43
user_378,tired,wedding,"['dresses', 'pajamas']",prod_94,scarf,trendy,beige,spring,added_to_cart,2025-06-01 11:21:43
user_102,happy,party,['perfumes'],prod_209,pajamas,casual,white,autumn,clicked,2025-06-13 18:21:43
user_249,romantic,work,['pajamas'],prod_8,bag,elegant,white,spring,clicked,2025-07-10 03:21:43
user_28,energetic,wedding,"['pajamas', 'perfumes', 'skirts']",prod_28,scarf,cozy,red,autumn,viewed,2025-05-10 02:21:43
user_225,tired,party,['accessories'],prod_30,makeup,classic,red,summer,purchased,2025-04-13 06:21:43
user_435,bored,work,"['perfumes', 'accessories', 'makeup']",prod_54,bag,cozy,beige,summer,added_to_cart,2025-06-17 16:21:43
user_261,romantic,normal_day,"['perfumes', 'pajamas']",prod_21,makeup,floral,blue,all,clicked,2025-05-01 04:21:43
user_170,happy,date_night,"['perfumes', 'homewear', 'scarves']",prod_161,scarf,classic,green,summer,added_to_cart,2025-05-20 16:21:43
user_151,bored,normal_day,['makeup'],prod_92,bag,elegant,pink,all,clicked,2025-04-24 20:21:43
user_128,sad,wedding,"['perfumes', 'scarves']",prod_62,perfume,elegant,black,autumn,viewed,2025-06-06 09:21:43
user_485,tired,work,"['bags', 'scarves', 'skirts']",prod_218,makeup,casual,red,winter,purchased,2025-05-01 13:21:43
user_424,bored,work,['homewear'],prod_98,dress,classic,white,summer,added_to_cart,2025-06-03 22:21:43
user_58,sad,eid,"['makeup', 'scarves']",prod_2,scarf,trendy,black,all,purchased,2025-04-25 18:21:43
user_291,tired,eid,"['accessories', 'tops', 'pajamas']",prod_108,makeup,cozy,beige,autumn,viewed,2025-05-16 15:21:43
user_57,sad,eid,"['tops', 'scarves', 'accessories']",prod_258,top,trendy,white,autumn,purchased,2025-06-30 17:21:43
user_278,bored,normal_day,['makeup'],prod_103,top,trendy,red,winter,viewed,2025-06-25 06:21:43
user_120,romantic,normal_day,"['heels', 'dresses', 'pajamas']",prod_222,skirt,cozy,white,spring,purchased,2025-04-20 12:21:43
user_282,tired,party,"['perfumes', 'bags', 'makeup']",prod_47,perfume,casual,white,all,viewed,2025-06-19 15:21:43
user_143,energetic,normal_day,"['perfumes', 'skirts']",prod_237,makeup,elegant,green,winter,clicked,2025-06-22 07:21:43
user_270,romantic,normal_day,"['pajamas', 'dresses', 'bags']",prod_245,heels,trendy,pink,winter,purchased,2025-05-03 13:21:43
user_294,energetic,work,"['perfumes', 'bags']",prod_227,heels,elegant,green,autumn,viewed,2025-05-16 03:21:43
user_244,romantic,date_night,['dresses'],prod_97,scarf,classic,green,summer,clicked,2025-04-20 03:21:43
user_25,tired,normal_day,"['dresses', 'skirts', 'bags']",prod_83,top,floral,black,autumn,added_to_cart,2025-04-14 13:21:43
user_63,bored,normal_day,['makeup'],prod_245,skirt,casual,blue,winter,viewed,2025-04-17 03:21:43
user_175,sad,work,"['homewear', 'accessories']",prod_84,bag,classic,blue,spring,added_to_cart,2025-06-12 12:21:43
user_358,energetic,eid,"['pajamas', 'heels']",prod_243,heels,cozy,black,winter,added_to_cart,2025-06-09 20:21:43
user_352,energetic,date_night,"['scarves', 'heels']",prod_203,dress,casual,red,all,viewed,2025-04-15 02:21:43
user_260,tired,eid,"['accessories', 'perfumes']",prod_221,dress,classic,beige,winter,clicked,2025-06-15 23:21:43
user_92,happy,normal_day,"['dresses', 'accessories', 'heels']",prod_141,heels,elegant,blue,all,viewed,2025-04-18 14:21:43
user_348,tired,wedding,"['skirts', 'heels']",prod_245,skirt,casual,beige,spring,clicked,2025-04-27 16:21:43
user_328,energetic,date_night,['homewear'],prod_130,pajamas,classic,green,all,clicked,2025-04-14 10:21:43
user_57,romantic,party,"['scarves', 'skirts']",prod_253,top,trendy,blue,winter,viewed,2025-05-18 22:21:43
user_286,bored,normal_day,['homewear'],prod_276,scarf,elegant,white,summer,added_to_cart,2025-06-21 13:21:43
user_91,energetic,wedding,"['heels', 'makeup', 'perfumes']",prod_103,top,trendy,red,winter,viewed,2025-04-25 10:21:43
user_258,energetic,normal_day,['makeup'],prod_276,perfume,trendy,green,all,clicked,2025-07-09 12:21:43
user_43,energetic,wedding,"['dresses', 'heels']",prod_275,dress,floral,red,winter,viewed,2025-04-14 11:21:43
user_144,happy,work,"['tops', 'dresses']",prod_298,heels,elegant,green,winter,clicked,2025-06-05 22:21:43
user_247,romantic,wedding,['skirts'],prod_108,top,casual,blue,summer,added_to_cart,2025-04-30 17:21:43
user_496,happy,party,"['skirts', 'makeup', 'homewear']",prod_251,skirt,casual,pink,winter,viewed,2025-06-15 08:21:43
user_196,romantic,work,"['makeup', 'pajamas', 'dresses']",prod_7,scarf,cozy,blue,autumn,viewed,2025-05-14 19:21:43
user_474,romantic,normal_day,['accessories'],prod_207,makeup,classic,pink,autumn,viewed,2025-06-26 14:21:43
user_232,bored,party,"['scarves', 'dresses', 'pajamas']",prod_28,heels,cozy,white,autumn,viewed,2025-07-10 12:21:43
user_35,romantic,work,"['tops', 'skirts']",prod_260,heels,classic,green,all,clicked,2025-05-01 21:21:43
user_47,sad,eid,"['heels', 'pajamas', 'skirts']",prod_159,skirt,elegant,black,all,added_to_cart,2025-05-17 01:21:43
user_155,energetic,wedding,"['perfumes', 'accessories']",prod_175,dress,trendy,black,winter,clicked,2025-07-09 10:21:43
user_248,tired,date_night,['perfumes'],prod_191,dress,casual,red,all,purchased,2025-04-13 12:21:43
user_31,happy,work,"['homewear', 'accessories']",prod_81,perfume,floral,pink,all,clicked,2025-07-10 00:21:43
user_93,sad,date_night,"['accessories', 'bags', 'makeup']",prod_141,perfume,classic,red,winter,viewed,2025-05-17 21:21:43
user_175,energetic,party,['heels'],prod_194,perfume,trendy,black,all,viewed,2025-05-12 04:21:43
user_71,energetic,normal_day,"['accessories', 'scarves', 'skirts']",prod_49,skirt,cozy,beige,spring,viewed,2025-05-20 16:21:43
user_441,sad,party,"['dresses', 'makeup']",prod_44,top,classic,black,all,added_to_cart,2025-06-25 01:21:43
user_173,happy,wedding,"['scarves', 'heels', 'dresses']",prod_260,pajamas,floral,beige,all,clicked,2025-06-09 09:21:43
user_467,sad,party,"['pajamas', 'dresses']",prod_80,dress,cozy,blue,all,clicked,2025-06-18 15:21:43
user_185,happy,work,"['skirts', 'bags', 'tops']",prod_296,dress,casual,pink,winter,added_to_cart,2025-07-10 15:21:43
user_136,tired,wedding,"['dresses', 'skirts']",prod_283,heels,floral,green,autumn,added_to_cart,2025-07-07 04:21:43
user_224,sad,party,['bags'],prod_125,scarf,elegant,green,autumn,clicked,2025-06-23 05:21:43
user_386,sad,work,['perfumes'],prod_264,pajamas,trendy,green,autumn,viewed,2025-06-09 17:21:43
user_180,romantic,work,"['pajamas', 'makeup']",prod_248,perfume,classic,red,autumn,clicked,2025-07-03 20:21:43
user_246,sad,normal_day,"['homewear', 'perfumes']",prod_138,makeup,trendy,green,winter,clicked,2025-04-14 00:21:43
user_196,sad,party,"['pajamas', 'scarves', 'makeup']",prod_125,dress,trendy,white,autumn,purchased,2025-05-09 15:21:43
user_107,tired,eid,['perfumes'],prod_272,makeup,floral,green,autumn,purchased,2025-04-28 02:21:43
user_389,bored,eid,"['tops', 'scarves', 'perfumes']",prod_230,top,floral,green,summer,viewed,2025-04-30 21:21:43
user_392,happy,date_night,"['pajamas', 'scarves']",prod_265,dress,casual,red,all,viewed,2025-07-05 00:21:43
user_198,happy,wedding,['tops'],prod_139,heels,cozy,white,autumn,added_to_cart,2025-05-20 09:21:43
user_139,energetic,work,['bags'],prod_148,perfume,elegant,blue,summer,viewed,2025-04-13 02:21:43
user_119,sad,wedding,"['tops', 'pajamas', 'perfumes']",prod_145,skirt,floral,black,all,clicked,2025-05-06 11:21:43
user_74,romantic,party,['scarves'],prod_230,top,floral,beige,autumn,clicked,2025-05-26 10:21:43
user_97,romantic,normal_day,['accessories'],prod_244,pajamas,cozy,blue,all,viewed,2025-06-02 23:21:43
user_36,tired,work,"['perfumes', 'bags', 'homewear']",prod_93,dress,floral,green,spring,viewed,2025-06-10 23:21:43
user_295,bored,date_night,"['tops', 'pajamas']",prod_215,pajamas,casual,red,all,clicked,2025-06-14 20:21:43
user_115,tired,wedding,"['dresses', 'homewear']",prod_159,skirt,trendy,beige,autumn,clicked,2025-05-01 07:21:43
user_82,romantic,eid,"['accessories', 'scarves']",prod_278,skirt,trendy,white,winter,clicked,2025-05-25 23:21:43
user_412,happy,normal_day,"['skirts', 'homewear', 'dresses']",prod_182,perfume,classic,pink,spring,clicked,2025-05-09 12:21:43
user_276,sad,eid,['dresses'],prod_37,top,classic,green,winter,viewed,2025-04-12 08:21:43
user_137,bored,normal_day,"['tops', 'accessories']",prod_24,heels,classic,black,summer,clicked,2025-06-01 16:21:43
user_144,tired,eid,"['makeup', 'skirts']",prod_120,scarf,trendy,blue,spring,viewed,2025-04-30 19:21:43
user_61,happy,normal_day,['bags'],prod_45,makeup,classic,green,all,clicked,2025-06-01 10:21:43
user_290,energetic,date_night,['accessories'],prod_83,bag,elegant,red,spring,viewed,2025-05-03 22:21:43
user_354,sad,normal_day,"['accessories', 'perfumes']",prod_182,scarf,floral,black,spring,purchased,2025-06-10 11:21:43
